cell_line,treatment,time,b.CATENIN,cleavedCas,CyclinB,GAPDH,IdU,Ki.67,p.4EBP1,p.Akt.Ser473.,p.AKT.Thr308.,p.AMPK,p.BTK,p.CREB,p.ERK,p.FAK,p.GSK3b,p.H3,p.HER2,p.JNK,p.MAP2K3,p.MAPKAPK2,p.MEK,p.MKK3.MKK6,p.MKK4,p.NFkB,p.p38,p.p53,p.p90RSK,p.PDPK1,p.PLCg2,p.RB,p.S6,p.S6K,p.SMAD23,p.SRC,p.STAT1,p.STAT3,p.STAT5
184A1,iEGFR,9,1.423957152714609,2.7652882647363866,1.8200060837981669,3.359209896623912,4.764329251351434,2.1792544510363925,1.4221367359157613,2.4186228487113457,2.744916785853884,3.6148394176998786,2.6623867005435304,0.4023576037969314,3.526969319498871,1.8611908210909358,1.9182801656382806,3.1881647435170155,4.5748588772524,1.888077274972125,1.466118795876838,1.7103117071429255,2.6674479386595626,2.4358249722460554,4.209176932554708,2.2767840155507724,2.239298275113744,1.4634475723844378,3.2290109550147634,2.7993887793222076,1.7429984337173292,4.878903996070447,4.980248676397798,2.205677889747781,2.449529257644957,1.7482758215887788,2.239357076895724,2.3239251706965476,1.937336541756716
184A1,iEGFR,13,1.4639487018688744,2.953834514901027,1.9385981281670954,3.502689324811586,4.930422869084962,2.3844453146761455,2.043238793049297,2.7207516098497475,2.858814905348115,3.737063139838421,2.8109282024710547,0.5808080638546553,3.7616146816468867,2.0925572132707977,2.2486473018321997,3.9243645827335554,4.613684032225183,2.1006623728704277,1.6396620832132962,2.1318157338658783,3.00570647620359,2.785059745727737,4.520177615238781,2.449570556822661,2.733820926951897,1.6525830924276521,3.5642763060769633,2.990744570220162,1.9229769026747654,4.639346714760925,5.2719564992876204,2.6172292698379414,2.579566779384833,2.0663056819512335,2.56125318319073,2.2509903620480944,2.1466107704473663
184A1,iEGFR,17,1.356898134073631,2.823120928371629,1.829819352070766,3.373266163091896,4.969883835363007,2.2906338204211814,1.9342928414812617,2.6849887021371233,2.7143359262327804,3.6841922159732174,2.67588544177408,0.5896023282721997,3.635273408341674,2.073966007105727,2.150286165139104,4.170854285273534,4.495373461366954,2.0084724215064,1.5659678445691536,2.1502022848808915,2.941043909406201,2.6645884193313076,4.311847873851172,2.418325076547527,2.732289423352103,1.604122065346397,3.4336495382290666,2.853932928013442,1.8097415460677881,4.495800076011863,5.473702223901903,2.580394056199081,2.4597951283958706,2.0529887501352126,2.5551819852125406,2.064014797318641,2.1123498492223085
184A1,iEGFR,40,1.3575695031215107,2.733073670986606,1.8410426964560593,3.278271019752278,4.9472053747777736,2.156497688665444,1.7361737086626292,2.601410405153705,2.7093243206692823,3.696279129977868,2.6559046807680327,0.5084877942554265,3.3882864829161834,2.051519998324274,1.9397125115961387,4.530950570211391,4.438114262241761,2.119327842424811,1.5123141599897645,2.0813622489242007,2.8236624808198796,2.6125514805450436,4.2254597523390744,2.485990137152814,2.392581386454373,1.535418218481376,3.1541260140930514,2.81441948481799,1.7983665269459066,4.643371373551037,5.396437759200948,2.4332071607828185,2.469883641231334,2.0047937020938575,2.5500842278588545,1.8600111795014138,1.9406136354465104
184A1,iEGFR,60,1.4738296202838037,2.8518021860450453,1.941701904103179,3.414410485246941,4.918546453041618,2.2285020420329698,1.8273163208370389,2.640152117081131,2.850272047051343,3.795489586382459,2.792062608735414,0.5111852739623802,3.447118801536421,2.0972083919737106,2.0214599096784767,4.651404652840647,4.52639626339133,2.274431231586539,1.5710369857248632,2.125239941504745,2.8931208624165814,2.7454391434524603,4.45344674219516,2.564346442431833,2.349584731469732,1.5859830864421105,3.24281362509359,2.966217154420428,1.9376006038421236,4.808610774489774,5.4309791604144335,2.470977376306566,2.60476896262016,2.0522605641573697,2.6124391557215314,1.9343421744388247,1.921259725796946
184A1,iMEK,0,1.2538252756628159,2.3628315547157777,1.5575977193106065,2.8868630590343565,5.692207114593481,1.8998995944265955,1.2177037307333283,1.9280504566467371,2.3072826609276733,2.9204197822473947,2.341956480349561,0.3428405269551984,1.6858229278161263,1.6985128114762555,1.1696124005799735,2.3600967053936257,4.214637275405205,1.5098980702184082,1.2577831396999661,1.2124260719805668,2.0183589146410714,1.9741753682932965,2.6904320296487283,1.9980365513061302,1.545671862354816,1.3053406552173261,2.2183479420435037,2.146272533272822,1.4241181548725423,4.84366555604182,4.554672551834933,1.5360930722468682,2.177422562355436,1.6705722175919737,1.9640796818152026,1.915962631032659,1.5885713937321089
184A1,iMEK,7,1.2242128973602013,2.523027179353024,1.6585805882120688,3.0431198661847025,5.500563745809062,1.9964958442335545,1.4657533369277482,2.4563961000684222,2.5792685815814034,3.4379367153758995,2.4896810240423486,0.49887992458898134,1.7777953190570113,1.9035871069318167,1.6866726592792478,2.613587108656331,4.648532231321109,1.5883118358503105,1.4093623745758992,1.3124526877024791,2.5695859124273364,2.2009679570653295,2.9907834875515116,2.1033914001197314,1.899989001513215,1.406168003392173,2.3024370758270503,2.418816861954512,1.9267644464746563,4.560920396313602,3.841347694892445,1.8593123358589305,2.23389459201158,1.7789088665712816,2.1014991118130704,3.1458944422167257,2.322972359644228
184A1,iMEK,9,1.2742117637002028,2.5711600328197846,1.705856266541928,3.1187496688013336,5.465853417899298,2.035159571149179,1.4941756156962511,2.5162414882915183,2.6654449414528063,3.53876329796969,2.5541868956863594,0.5077689056481527,1.8149484492489247,1.9326850747838233,1.7659159577363983,2.7507978669850797,4.758372038788348,1.6811100244300583,1.445036051197936,1.363547242334426,2.6608434664528358,2.2684339329861825,3.107494125732395,2.129910356264335,1.9997330002435607,1.4234338512715579,2.3609873625555147,2.501737168657016,2.081874978365691,4.638845196784624,3.798387423350273,1.9053237968224823,2.2989386270543437,1.8021525273173233,2.142491533053702,3.4175012856583926,2.437024841576762
184A1,iMEK,13,1.2571860296321158,2.5367693414827643,1.6453782590755557,3.183880896569981,5.603746691131541,1.9927091868336468,1.6582851990754761,2.6746510945561566,2.6602716497844687,3.578874498054687,2.5471787546178684,0.5120270208831537,1.8145849506946656,1.9526113316699714,1.8662366071952694,3.0316647699618464,4.841884218512629,1.7386242270667314,1.4256242939541561,1.5417796541386257,2.9286677573118807,2.357111552214544,3.356268416728854,2.151885775435103,2.270051306813986,1.43694438117751,2.387704369273629,2.586421404353475,2.2655841224298934,4.5912921729361384,4.609538259878692,2.0192515629560237,2.2676605802201646,1.8621153214421984,2.2558217973071413,3.568927878577778,2.5803476045310187
184A1,iMEK,17,1.3754832857076114,2.5903246195481726,1.7098052781493618,3.2906506798391986,5.593919278474553,2.0565840466675818,1.6121495861913866,2.6239435514412053,2.750868648940778,3.607363664183451,2.631790878017968,0.470461800264812,1.8520488503235266,1.9338701595703753,1.884553374368318,3.3470718424136656,4.952047097735052,1.9235554555223793,1.4327931189920373,1.5821687118897776,2.956867508289033,2.4184669686023006,3.5034110438621533,2.1658418276585683,2.285325991584127,1.4337365125877557,2.482670339798219,2.677844900462581,2.440174767056782,4.863731267598919,4.949267343109241,1.986921349024136,2.382100524194793,1.850420283897986,2.2818783590754794,3.764663979839513,2.57762372171333
184A1,iMEK,40,1.653157107936162,2.862468371454799,1.9429754089204292,3.592841291065548,5.56930358053058,2.3305020953714393,1.7009500627213021,2.6329326896279706,3.02164128953843,3.7384827333822184,2.8731397671955596,0.4462076714494419,2.0081038161190348,2.0004441390427914,2.017555981306875,4.33725473308804,5.0101005729578025,2.40258985349616,1.5333692516765836,1.759390919678594,3.2439692477949817,2.753967570804697,3.949265334301352,2.373930354124245,2.1536385034290193,1.5059602892266017,2.755643694770721,2.974584655553257,2.5925591147714577,5.2319262029798574,5.589650538493061,2.1119660799525892,2.6820602367292823,1.9358124363702607,2.4440157423611373,3.525977950868491,2.512744649004569
184A1,iMEK,60,1.6979080068545216,2.939729910215327,1.995251493485346,3.6568476096226386,5.56817091019847,2.3599653877638422,1.8218021802771358,2.6997744601985483,3.092867857669314,3.815726867432183,2.93367354578219,0.48597022634942266,2.0641932819083335,2.0598996759256063,2.077092464610292,4.519569222282017,4.989931121443833,2.475173364048466,1.5793441176947998,1.8583617093551719,3.409953154439239,2.878331709353067,4.09440969873869,2.4567730557314404,2.1785595930469626,1.5499782401353865,2.8174254310362112,3.0606863202167958,2.580563862374439,5.210719919832856,5.5778292056903505,2.221095291622034,2.7391268970095206,2.0130580628360586,2.5161859912993285,3.355666763351955,2.5336709439842577
184A1,iPI3K,0,1.488038819632656,2.6156592232305207,1.8397050105880115,3.0919443591729205,4.7866583718641085,2.1268468269242233,1.1591193725566726,1.8008491656150705,2.5996484572356593,3.0438380486011503,2.647893684540841,0.3428439033129562,2.235658208442138,1.6926460642561598,1.197363330655524,2.6476054505335407,4.5119801830759005,1.869520929014373,1.3545229861420036,1.1437506862800517,1.9390622361573682,2.170997911298728,3.001158485597556,1.9953602832940263,1.5512095589264911,1.348633401457052,2.564878883021203,2.402387387596521,1.6737454678794434,5.64502516686575,4.255631425128336,1.4393714309949197,2.5040935707598155,1.618710723605775,1.8592168241582487,2.0829114611949597,1.4337461419635278
184A1,iPI3K,7,1.2300727470373847,2.654244700139058,1.7201397140498496,3.259472377356119,4.9625047736077175,2.1460855356111708,1.3282427062951383,2.303943076702259,2.4435873898030493,3.5578165396812373,2.5302687609859023,0.5332937468952337,3.410939617975332,1.92083526036512,1.8122127894367832,2.9043014239059457,4.562327263741029,1.696627374773886,1.5050897460222914,1.7848021822656635,2.6797324493829824,2.4268251975869513,3.8654927602815565,2.2988093930856195,2.403625010997899,1.5210795795099663,3.0534800260349066,2.5563353931210275,1.8663042393922589,4.300125552942288,4.497670794272918,2.298845287280246,2.2615040170749277,1.8132235964405137,2.3342939972947607,2.6496955227585532,2.353876700016203
184A1,iPI3K,9,1.2291278286022034,2.6881812309641164,1.7207367557798794,3.3276039713280436,4.957542618107434,2.1748946970716174,1.3383917241887744,2.376300361103193,2.45687066620024,3.6491378181476533,2.5451594726135216,0.5648596835837056,3.5559850133959197,1.9521830255962394,1.936451450368373,3.0994635111053603,4.614471528428045,1.7293957348992257,1.526718601206377,1.9111636903424283,2.78482860369143,2.4892596906791598,4.050157235982924,2.3580815491604987,2.5732819068024,1.548786693556536,3.1718934625126725,2.61050776640887,1.9630947551387519,4.1832574522419925,4.76066136518046,2.4165328958621046,2.2640924496167125,1.8469388281693513,2.4207923191451126,2.7554408881919197,2.4789265033934607
184A1,iPI3K,13,1.4609582200291757,2.9383442354334988,1.9084607650399925,3.5635259777715618,5.017757917993494,2.437379112382862,1.380209316429057,2.4696118345787457,2.6853827062905182,3.7981108716239382,2.800414277633828,0.6225138017846708,3.701240295171825,2.0467163240541666,2.202698297661103,3.9833806382490913,4.85602062464086,2.083335318305745,1.6385251461461507,2.1420282927850742,2.9199187412594956,2.757245992161587,4.413778962139247,2.466952460135939,2.815347200727297,1.668574341183352,3.505501184292053,2.878498884005867,2.3733877219058126,4.473863264139009,5.501521088840431,2.553621944045216,2.5274647831875847,1.992798754469408,2.6042344384011313,3.052803817432764,2.577231469149971
184A1,iPI3K,17,1.4882994556059497,2.9427005425983994,1.9161774217479848,3.6325991592951974,4.9972058009020515,2.425276808431312,1.3387882884629452,2.461023506580169,2.708240520511948,3.823028413889654,2.821306681280767,0.621553312577941,3.626868679981475,2.0463452437997804,2.1982219595916543,4.284123191322531,4.906237473196564,2.15962487645062,1.6246728629252196,2.1707346161556615,2.891123475475287,2.7737981352267482,4.4215970950857,2.49599738899062,2.825585405364067,1.661003612232806,3.508150655011048,2.8917574641056714,2.497253076637592,4.536511643377783,5.72277874756513,2.5252844532317615,2.559826196942499,1.990945033133884,2.631197481174871,3.1169398996832776,2.5967847634628227
184A1,iPI3K,40,1.167716031836591,2.533526281079899,1.6609217555101672,3.3779317779558413,4.870160473440796,2.02524902090389,1.341046454541748,2.2694490419644877,2.3553609155994386,3.6280824290119797,2.4737837661840563,0.6488058411925817,3.1463237036919285,1.9790514338104312,1.7241768264011466,4.189394004671318,4.596689509246058,1.8991083036717549,1.4219946170260607,1.949519346727687,2.6355460294954516,2.4244616787308377,3.912403558985824,2.4593734881740854,2.349047738285978,1.4314793929362162,2.916861119405575,2.5006620210768347,2.246654180041192,4.316732909044762,5.811209070224028,2.2060688192966325,2.25178616672393,1.8391472091621013,2.4708902848851135,2.49138889573722,2.474082282766184
184A1,iPI3K,60,1.0927980156675723,2.4551620136468193,1.6129872586681988,3.306718462022274,4.829416196514395,1.971034166136702,1.4623212324654256,2.257596618063463,2.275272557731308,3.6027979013657836,2.396780480214383,0.6937981023500577,3.0979885846541313,1.9983556265437326,1.6540170751720906,4.109753313709815,4.49773299923811,1.8303160490050159,1.3952662814815644,1.955797413421078,2.649141876259642,2.3837371526417597,3.895767483432295,2.4807357561526175,2.2855077926356504,1.397877750319853,2.819462210345354,2.422183322066287,2.157395181550444,4.211789823812506,5.826208452929422,2.1973145301281733,2.1795113961984542,1.8566747475262106,2.468317985429197,2.249071464780032,2.475048796611955
184A1,iPKC,0,1.3503801924849888,2.6049885625940377,1.7836475266856424,3.108292251399076,4.92215771643044,2.0096696693507763,1.6947372740781566,2.0122667102024456,2.5736937083751767,3.184894222180486,2.6291379232595,0.5689022140585837,2.300090317548878,1.8553959364103374,1.101181166972592,2.586318228759664,4.422775325262753,1.8211703485400115,1.4603994133865184,1.4100827532990263,2.216883364004574,2.2830929957343336,3.1197939648063997,2.122675051387434,1.8192149089870164,1.377854404363219,2.6288794431726377,2.401157369596379,1.6185762397922439,4.849350144807651,3.13632239695566,1.8563801489371654,2.4375140348783884,1.8958459077238516,2.151091360012333,1.9707233213294626,1.7270090088424788
184A1,iPKC,7,1.470598876322247,2.781717055098352,1.891768182959955,3.477821990474152,4.821411293746873,2.2371848113805424,1.8956369894280631,2.6968913325467616,2.8414465183590156,3.5768352811841337,2.7779220389504378,0.4521661044111223,3.501326013317958,1.8987666745800378,1.6920619758152238,3.0401899421334044,5.022834290501523,1.9202905381588455,1.5461176089178847,1.6913915918211564,2.666785822968199,2.619104646289678,4.197412734586148,2.222327585191331,2.207650324647176,1.4668592427187073,3.4604560195656404,2.839421736268897,2.216991916093333,4.7648520151928455,4.379682255288202,2.269952025919756,2.509136404936688,1.8221150462916014,2.29166133541246,3.8056631286773457,2.3794088609535597
184A1,iPKC,9,1.4916713138451985,2.8068332251373316,1.9030535794405283,3.5403502911164635,4.8107422956464525,2.2656006559152977,1.9583012611967912,2.786454982606268,2.8867489755054354,3.659099583521825,2.8050735772489386,0.44077187318403493,3.62450095493147,1.9280146998639291,1.7611739457987539,3.2025001946429525,5.101870855234429,2.0008730507511063,1.5766708521492405,1.782375224029586,2.739749424850465,2.667751950384721,4.320752284151425,2.2666886576069425,2.3312579192005316,1.4967206254009144,3.5778622412562946,2.886194216291041,2.3187210341986986,4.739707626817749,4.4432003511512725,2.365447716040493,2.531720263486079,1.846027590805761,2.351962722560258,4.024861500149266,2.4990018797443305
184A1,iPKC,13,1.2589817643800951,2.66396850760855,1.728461790445706,3.3676807898314602,4.8430296216305475,2.1344034221901813,1.977123013858582,2.882112038010261,2.685278323402993,3.6690695528269166,2.630290371718894,0.5654768716528312,3.6015349114528488,1.9384396623980584,1.7667697315965765,3.4872099846803337,5.031047894865591,1.9811519093243402,1.5025897577186056,2.0366442311456154,2.777895283772402,2.5939106855194756,4.159118488943943,2.2783115342308364,2.710884966040396,1.4765539541445798,3.5754178646737875,2.7499961844662604,2.3203442089442334,4.358238752550377,5.00089766316486,2.4942788760446506,2.3629126342662334,1.9064745631886915,2.4872353924061006,3.70583784609997,2.633343166322447
184A1,iPKC,17,1.2787672376021084,2.658826032616809,1.7441456244686684,3.376019149143864,4.856079637416727,2.1436053037745535,1.9574629450496959,2.8509285422533255,2.7005497679512054,3.7000748572227606,2.643960961301864,0.5703656895374711,3.5418605525917064,1.9704375708938664,1.7492405211924953,3.8024618059810678,5.037076373927697,2.138227541540969,1.5193652714736807,2.1197707367686154,2.7646439227552086,2.5847681858834495,4.105494806146428,2.321986920492785,2.7741291104637096,1.5027145725598567,3.5944491601547823,2.735520747576719,2.368985521638585,4.4029392917087415,5.031585932995768,2.533490749763795,2.396306613187635,1.9526808650687348,2.5648087235594046,3.648999344243993,2.664846004460448
184A1,iPKC,40,1.4678627715595025,2.8843655381455777,1.9692759114064309,3.5817532856791026,4.740824508479481,2.3863785105878845,2.0861354460547274,2.880357440833074,2.9140384740312255,3.820101996324961,2.8468336431194032,0.6991964371757924,3.451978252349573,2.11698486840326,1.8094490000167323,4.69987570504629,4.957457637523611,2.5176544410088306,1.6406312361522675,2.2662491890518446,2.854203278011098,2.8627183576477453,4.353348474367561,2.5704746408323196,2.620829049721021,1.634225022812835,3.6175611702812542,2.9344221292884294,2.527249379574986,4.6651956472725,5.58036183924302,2.61980807471592,2.626809849208853,2.1172493156285066,2.8242070514949082,3.0607762596861776,2.6221156108339354
184A1,iPKC,60,1.4735938710155385,2.9431056601619443,1.9977320385979782,3.5985094767395913,4.6824823900198895,2.4190816658115173,2.185682877354577,2.9475922059021773,2.9440422754661735,3.8835984574508347,2.877697823701091,0.776858950951244,3.463890053360707,2.1651735169493342,1.848019296177454,4.8505096102844005,4.881397674947113,2.5037002339974577,1.669945376338673,2.3333083549553426,2.934768200139701,2.973043253539754,4.4573091343338085,2.6627105393497246,2.6064147881646846,1.6735347791103208,3.6020358865776316,2.982098090138506,2.5269986691202826,4.623028387197436,5.741101717019598,2.679037003934308,2.654079913351274,2.1756942414648703,2.91038881622152,2.734404373384836,2.63256343186423
184B5,EGF,0,0.6316609524744303,2.5090238352246974,1.9646452451830712,1.8411112765324784,6.114704158332267,1.92941617430079,1.9104629335759675,2.7367060290916942,2.0969024690513733,3.5399652777847628,2.776882092319322,0.40188066921556176,2.3684999672680016,1.9625139993030587,1.545566231541049,2.4964007609441854,4.404546428958527,1.437795022135354,1.299990703767286,1.4554045288962196,2.7992572544207355,2.2720086729801547,3.5509226521982353,2.668535433512982,2.11872828256416,1.5562583996303982,2.199134764971719,1.907542588094136,1.642087869143373,4.790676643681867,3.7050708075526297,1.7839082191152285,1.9791849772902208,2.1320200127268363,2.3245991585676693,1.4694425764816297,2.161520795048954
